rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
16142,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:13:42.000000,369,,5424,240
16143,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:12:37.000000,1088,,5425,241
16144,"(51.183,4.41849)","(51.2241,4.43214)",2019-09-24 11:00:00.000000,2019-09-24 11:16:00.000000,357,,5426,242
16145,"(51.2036,4.42548)","(51.2058,4.39879)",2019-09-24 11:40:46.000000,2019-09-24 11:48:11.000000,2724,39517,6594,1453
16146,"(51.2038,4.42077)","(51.2313,4.421)",2019-09-24 11:52:35.000000,2019-09-24 12:02:45.000000,454,29011,1387,3232
16147,"(51.213,4.42176)","(51.2011,4.439)",2019-09-24 11:09:52.000000,2019-09-24 11:15:24.000000,606,75492,2237,4946
16148,"(51.2179,4.41777)","(51.2281,4.409)",2019-09-24 11:35:14.000000,2019-09-24 11:39:43.000000,5631,44274,988,9
16149,"(51.2288,4.47866)","(51.228,4.40221)",2019-09-24 11:22:54.000000,2019-09-24 11:43:37.000000,460,25692,4396,2896
16150,"(51.2553,4.43578)","(51.228,4.41899)",2019-09-24 11:06:47.000000,2019-09-24 11:18:40.000000,1111,75899,3739,806
16151,"(51.2177,4.42075)","(51.2201,4.43269)",2019-09-24 11:34:11.000000,2019-09-24 11:38:24.000000,5527,25781,22,3117
16152,"(51.1762,4.3677)","(51.1762,4.3677)",2019-09-24 11:22:31.000000,2019-09-24 11:22:31.000000,3410,,6074,6074
16153,"(51.2241,4.43214)","(51.2038,4.42077)",2019-09-24 11:52:43.000000,2019-09-24 11:59:28.000000,3721,2661,238,1391
16154,"(51.2422,4.44252)","(51.2297,4.40572)",2019-09-24 11:56:55.000000,2019-09-24 12:09:26.000000,627,36180,3995,593
16156,"(51.2153,4.41198)","(51.2134,4.45347)",2019-09-24 11:09:34.000000,2019-09-24 11:27:47.000000,1827,65259,2307,4659
16157,"(51.1968,4.39632)","(51.2174,4.42002)",2019-09-24 11:16:06.000000,2019-09-24 11:26:30.000000,3958,71548,744,1358
16158,"(51.2247,4.43659)","(51.1817,4.35806)",2019-09-24 11:38:20.000000,2019-09-24 12:02:47.000000,1896,27992,2766,6934
16159,"(51.2282,4.41337)","(51.2217,4.42071)",2019-09-24 11:37:36.000000,2019-09-24 11:40:57.000000,338,17752,644,2664
16160,"(51.2199,4.36992)","(51.2153,4.41198)",2019-09-24 11:22:22.000000,2019-09-24 11:37:11.000000,480,65266,7009,2321
16161,"(51.2299,4.41942)","(51.2134,4.41328)",2019-09-24 11:19:36.000000,2019-09-24 11:24:46.000000,1893,22889,3019,1470
16162,"(51.2262,4.40961)","(51.2221,4.43375)",2019-09-24 11:37:20.000000,2019-09-24 11:43:54.000000,921,12918,2862,2673
16163,"(51.2153,4.41198)","(51.2269,4.40543)",2019-09-24 11:32:25.000000,2019-09-24 11:36:07.000000,480,28262,2321,2910
16164,"(51.2222,4.46118)","(51.2043,4.46124)",2019-09-24 11:15:20.000000,2019-09-24 11:20:41.000000,663,68623,4464,7217
16165,"(51.1728,4.40521)","(51.2141,4.39792)",2019-09-24 11:17:09.000000,2019-09-24 11:28:43.000000,3501,62770,7448,824
16166,"(51.2213,4.47948)","(51.2174,4.42002)",2019-09-24 11:39:29.000000,2019-09-24 11:57:43.000000,528,1245,4603,1364
16167,"(51.216,4.44568)","(51.2,4.45028)",2019-09-24 11:02:23.000000,2019-09-24 11:09:34.000000,5805,70752,3283,5014
16168,"(51.228,4.40221)","(51.2008,4.39421)",2019-09-24 11:08:22.000000,2019-09-24 11:20:48.000000,5725,48114,2884,1742
16169,"(51.2354,4.4271)","(51.1653,4.3939)",2019-09-24 11:06:47.000000,2019-09-24 11:27:24.000000,5339,65700,4221,5717
16170,"(51.1885,4.3727)","(51.2069,4.43013)",2019-09-24 11:17:44.000000,2019-09-24 11:37:46.000000,5543,27639,6116,1221
16171,"(51.2171,4.39924)","(51.2333,4.40311)",2019-09-24 11:44:53.000000,2019-09-24 11:51:22.000000,3414,46964,2447,4087
16172,"(51.1913,4.4436)","(51.206,4.39297)",2019-09-24 11:54:37.000000,2019-09-24 12:10:56.000000,641,32379,6607,736
16173,"(51.2179,4.41777)","(51.1683,4.40557)",2019-09-24 11:15:39.000000,2019-09-24 11:35:43.000000,3692,61340,975,7386
16175,"(51.2189,4.4012)","(51.2032,4.42845)",2019-09-24 11:02:49.000000,2019-09-24 11:12:21.000000,1652,69997,1506,1838
16178,"(51.226,4.42343)","(51.1719,4.38237)",2019-09-24 11:16:32.000000,2019-09-24 11:43:45.000000,4156,6216,1098,6311
16179,"(51.2038,4.42077)","(51.1825,4.3854)",2019-09-24 11:47:31.000000,2019-09-24 12:00:25.000000,3977,54165,1388,5816
16181,"(51.2609,4.42039)","(51.2345,4.40955)",2019-09-24 11:34:04.000000,2019-09-24 11:41:54.000000,1733,3254,3490,4145
16183,"(51.1709,4.34944)","(51.1847,4.3425)",2019-09-24 11:45:16.000000,2019-09-24 11:51:47.000000,3710,76892,6721,6800
16184,"(51.2134,4.43392)","(51.1968,4.39632)",2019-09-24 11:13:42.000000,2019-09-24 11:28:24.000000,1915,69570,2298,756
16185,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:29:24.000000,714,,6787,973
16186,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:36:39.000000,4056,,6788,974
16187,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:21:51.000000,484,,6789,975
16188,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:34:15.000000,1866,,6790,976
16189,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:26:04.000000,1890,,6791,977
16190,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:22:55.000000,4018,,6792,978
16191,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:23:53.000000,1600,,6793,979
16192,"(51.1847,4.3425)","(51.2179,4.41777)",2019-09-24 12:00:00.000000,2019-09-24 12:30:50.000000,1873,,6794,980
16193,"(51.226,4.42343)","(51.2043,4.46124)",2019-09-24 12:22:23.000000,2019-09-24 12:34:41.000000,5398,32007,1083,7211
16194,"(51.1705,4.39471)","(51.1985,4.39071)",2019-09-24 12:27:20.000000,2019-09-24 12:38:43.000000,3708,57795,5578,1696
16195,"(51.2069,4.43013)","(51.1875,4.36355)",2019-09-24 12:43:38.000000,2019-09-24 13:05:01.000000,5543,44634,1221,7085
16196,"(51.2182,4.41238)","(51.2158,4.40314)",2019-09-24 12:48:41.000000,2019-09-24 12:52:26.000000,4000,32777,40,2380
16197,"(51.2261,4.42638)","(51.2509,4.44231)",2019-09-24 12:28:06.000000,2019-09-24 12:38:00.000000,3591,75072,6561,3790
16198,"(51.2008,4.39421)","(51.2134,4.43392)",2019-09-24 12:41:36.000000,2019-09-24 12:54:30.000000,3489,67332,1744,2298
16199,"(51.2263,4.45196)","(51.2311,4.41267)",2019-09-24 12:12:59.000000,2019-09-24 12:26:34.000000,1675,62133,4284,559
16200,"(51.2311,4.41267)","(51.2237,4.40297)",2019-09-24 12:21:35.000000,2019-09-24 12:25:49.000000,1675,64896,559,700
16201,"(51.2314,4.40357)","(51.2609,4.42039)",2019-09-24 12:16:14.000000,2019-09-24 12:30:24.000000,686,23017,545,3487
16202,"(51.2261,4.42638)","(51.2299,4.43167)",2019-09-24 12:53:41.000000,2019-09-24 12:55:46.000000,1769,72087,6562,3111
16204,"(51.2125,4.40924)","(51.2228,4.42426)",2019-09-24 12:53:19.000000,2019-09-24 12:58:56.000000,5745,30742,714,2714
16206,"(51.2215,4.40869)","(51.1885,4.3727)",2019-09-24 12:21:27.000000,2019-09-24 12:35:58.000000,5591,38283,1370,6116
16207,"(51.2038,4.42077)","(51.2311,4.41267)",2019-09-24 12:56:31.000000,2019-09-24 13:08:30.000000,347,24726,1392,574
16208,"(51.2019,4.39835)","(51.2553,4.43578)",2019-09-24 12:42:12.000000,2019-09-24 13:03:33.000000,2727,59257,3374,3716
16209,"(51.2298,4.45141)","(51.213,4.42164)",2019-09-24 12:06:35.000000,2019-09-24 12:16:46.000000,41,58001,4258,1185
16210,"(51.2228,4.42426)","(51.2206,4.38648)",2019-09-24 12:28:30.000000,2019-09-24 12:39:52.000000,5745,425,2714,374
16211,"(51.2023,4.41208)","(51.1906,4.38893)",2019-09-24 12:42:10.000000,2019-09-24 12:49:05.000000,3638,34449,1823,6265
16212,"(51.1825,4.3854)","(51.213,4.42164)",2019-09-24 12:12:15.000000,2019-09-24 12:25:58.000000,3538,21978,5805,1201
16213,"(51.2179,4.41777)","(51.2305,4.40769)",2019-09-24 12:44:35.000000,2019-09-24 12:51:45.000000,484,8133,975,4176
16215,"(51.1762,4.3677)","(51.2036,4.41518)",2019-09-24 12:37:50.000000,2019-09-24 12:53:59.000000,5801,44333,6082,829
16217,"(51.2179,4.41777)","(51.2141,4.39792)",2019-09-24 12:55:48.000000,2019-09-24 13:01:32.000000,4018,74723,978,828
16218,"(51.1994,4.39013)","(51.2229,4.40622)",2019-09-24 12:17:50.000000,2019-09-24 12:30:28.000000,5313,44175,139,1127
16219,"(51.1893,4.43561)","(51.1893,4.43561)",2019-09-24 12:54:25.000000,2019-09-24 12:54:25.000000,247,,5239,5239
16220,"(51.2195,4.41169)","(51.213,4.42176)",2019-09-24 12:28:52.000000,2019-09-24 12:33:35.000000,2631,36645,178,2237
16221,"(51.2047,4.38766)","(51.2211,4.39678)",2019-09-24 12:11:51.000000,2019-09-24 12:19:05.000000,725,13787,1922,2625
16222,"(51.2282,4.41337)","(51.2032,4.42845)",2019-09-24 12:52:29.000000,2019-09-24 13:03:39.000000,3,55115,633,1837
16223,"(51.1771,4.39972)","(51.1994,4.39013)",2019-09-24 12:40:56.000000,2019-09-24 12:49:20.000000,393,71571,5678,144
16224,"(51.2333,4.40311)","(51.1749,4.35996)",2019-09-24 12:20:08.000000,2019-09-24 12:49:38.000000,1226,75509,4115,7052
16225,"(51.2145,4.44373)","(51.2,4.45028)",2019-09-24 12:58:37.000000,2019-09-24 13:03:18.000000,2803,38620,3056,5009
16226,"(51.2221,4.43375)","(51.2221,4.43375)",2019-09-24 12:17:35.000000,2019-09-24 12:17:35.000000,2786,26335,2667,2680
16227,"(51.1985,4.39071)","(51.2198,4.45487)",2019-09-24 12:57:42.000000,2019-09-24 13:25:16.000000,125,40646,1709,4468
16228,"(51.2201,4.43269)","(51.1938,4.41224)",2019-09-24 12:37:33.000000,2019-09-24 12:49:49.000000,1998,43878,3116,1630
16229,"(51.2445,4.42309)","(51.2171,4.40888)",2019-09-24 12:25:50.000000,2019-09-24 12:37:14.000000,5778,36953,3615,2420
16230,"(51.1906,4.38893)","(51.2099,4.39098)",2019-09-24 12:16:28.000000,2019-09-24 12:25:14.000000,1978,17859,6279,2090
16231,"(51.2123,4.40364)","(51.1968,4.40579)",2019-09-24 12:10:08.000000,2019-09-24 12:14:24.000000,669,53903,3151,684
16232,"(51.2299,4.43167)","(51.2273,4.4307)",2019-09-24 12:31:40.000000,2019-09-24 12:32:44.000000,5434,21983,3113,1565
16233,"(51.1682,4.39444)","(51.1994,4.39013)",2019-09-24 12:31:27.000000,2019-09-24 12:44:09.000000,5649,48164,5751,150
16234,"(51.1735,4.35219)","(51.1721,4.33814)",2019-09-24 12:03:46.000000,2019-09-24 12:08:28.000000,711,54874,6062,6662
16235,"(51.1672,4.35344)","(51.213,4.42164)",2019-09-24 12:10:41.000000,2019-09-24 12:46:26.000000,3742,75859,6745,1177
16236,"(51.2054,4.41352)","(51.2201,4.38179)",2019-09-24 12:56:35.000000,2019-09-24 13:07:06.000000,1944,36834,1421,514
16237,"(51.2279,4.37864)","(51.2199,4.36992)",2019-09-24 12:44:05.000000,2019-09-24 12:47:43.000000,3504,70544,303,7033
16238,"(51.2297,4.40572)","(51.2119,4.39894)",2019-09-24 12:36:51.000000,2019-09-24 12:44:09.000000,2649,21092,611,2192
16239,"(51.2297,4.40572)","(51.2182,4.40617)",2019-09-24 12:09:07.000000,2019-09-24 12:12:20.000000,2587,25453,581,2478
16240,"(51.2032,4.42845)","(51.1709,4.34944)",2019-09-24 12:36:33.000000,2019-09-24 13:03:41.000000,1652,46901,1838,6701
16241,"(51.1719,4.38237)","(51.2179,4.41777)",2019-09-24 12:57:33.000000,2019-09-24 13:16:20.000000,1018,7518,6302,986
16242,"(51.2241,4.43214)","(51.2008,4.39421)",2019-09-24 12:22:10.000000,2019-09-24 12:36:06.000000,284,62582,235,1739
16243,"(51.228,4.41899)","(51.1985,4.39071)",2019-09-24 12:51:12.000000,2019-09-24 13:02:44.000000,1282,1997,810,1692
16244,"(51.2221,4.43375)","(51.2008,4.39421)",2019-09-24 12:58:53.000000,2019-09-24 13:12:08.000000,921,6778,2673,1741
16245,"(51.1831,4.42431)","(51.2155,4.42551)",2019-09-24 12:39:13.000000,2019-09-24 12:50:57.000000,1540,56211,5457,1048
16246,"(51.2018,4.40607)","(51.2228,4.42426)",2019-09-24 12:19:45.000000,2019-09-24 12:27:23.000000,1625,4336,1816,2712
16247,"(51.213,4.42164)","(51.2229,4.40622)",2019-09-24 12:50:28.000000,2019-09-24 12:56:43.000000,656,45813,1181,1107
16248,"(51.228,4.40221)","(51.2032,4.42845)",2019-09-24 12:26:35.000000,2019-09-24 12:39:20.000000,1032,74476,2869,1848
16249,"(51.2299,4.41942)","(51.2247,4.43659)",2019-09-24 12:31:15.000000,2019-09-24 12:38:05.000000,3988,67341,3010,2769
16250,"(51.1975,4.4596)","(51.1975,4.4596)",2019-09-24 12:59:59.000000,2019-09-24 12:59:59.000000,1934,,5071,5071
16252,"(51.228,4.40221)","(51.2473,4.44902)",2019-09-24 12:38:19.000000,2019-09-24 13:00:29.000000,361,22877,2875,3894
16253,"(51.2174,4.42002)","(51.248,4.43302)",2019-09-24 12:18:25.000000,2019-09-24 12:31:54.000000,634,12725,1355,3850
16254,"(51.2179,4.41777)","(51.1859,4.42338)",2019-09-24 12:02:40.000000,2019-09-24 12:14:13.000000,1873,20651,980,5389
16255,"(51.2119,4.39894)","(51.1985,4.39071)",2019-09-24 12:16:57.000000,2019-09-24 12:22:54.000000,2649,66504,2192,1687
16258,"(51.2191,4.3949)","(51.2119,4.39894)",2019-09-24 12:30:47.000000,2019-09-24 12:33:07.000000,146,78080,2560,2193
16259,"(51.2047,4.39625)","(51.2318,4.42699)",2019-09-24 12:14:54.000000,2019-09-24 12:27:35.000000,3516,19130,115,3096
16260,"(51.1825,4.34811)","(51.1938,4.40228)",2019-09-24 12:27:13.000000,2019-09-24 12:45:08.000000,5594,40848,5949,3182
16262,"(51.2299,4.43167)","(51.2191,4.3949)",2019-09-24 12:16:26.000000,2019-09-24 12:34:06.000000,815,5264,3100,2559
16263,"(51.2291,4.42473)","(51.1837,4.35302)",2019-09-24 12:58:23.000000,2019-09-24 13:26:23.000000,3545,34584,2982,6456
16264,"(51.1994,4.39013)","(51.2034,4.39221)",2019-09-24 12:26:52.000000,2019-09-24 12:28:16.000000,873,4261,158,1856
16265,"(51.2062,4.38336)","(51.2492,4.45468)",2019-09-24 12:24:36.000000,2019-09-24 12:59:17.000000,579,27923,7531,3941
16267,"(51.2243,4.39907)","(51.2217,4.42071)",2019-09-24 12:38:43.000000,2019-09-24 12:45:56.000000,1230,70635,2730,2653
16268,"(51.228,4.41899)","(51.2333,4.41391)",2019-09-24 12:38:41.000000,2019-09-24 12:41:19.000000,4131,34855,807,4056
16269,"(51.2088,4.38734)","(51.1941,4.39304)",2019-09-24 12:42:57.000000,2019-09-24 12:47:53.000000,534,8703,2033,6240
16270,"(51.1951,4.41752)","(51.206,4.39297)",2019-09-24 12:17:15.000000,2019-09-24 12:25:47.000000,816,34239,1656,723
16271,"(51.2041,4.46765)","(51.1968,4.40579)",2019-09-24 12:14:43.000000,2019-09-24 12:31:44.000000,1395,15814,5085,669
16272,"(51.2088,4.38734)","(51.2043,4.46124)",2019-09-24 12:20:53.000000,2019-09-24 12:44:19.000000,1064,62966,2027,7214
16273,"(51.2191,4.44437)","(51.2092,4.40293)",2019-09-24 12:18:12.000000,2019-09-24 12:30:45.000000,5456,30106,3264,2083
16274,"(51.2281,4.409)","(51.2123,4.40364)",2019-09-24 12:23:32.000000,2019-09-24 12:28:26.000000,3940,5093,2,3147
16275,"(51.2305,4.40769)","(51.1721,4.33814)",2019-09-24 12:54:02.000000,2019-09-24 13:33:51.000000,1541,18526,4159,6667
16276,"(51.2054,4.41352)","(51.2314,4.40357)",2019-09-24 12:45:32.000000,2019-09-24 12:53:44.000000,3630,69596,1413,551
16277,"(51.2313,4.421)","(51.1767,4.38241)",2019-09-24 12:44:07.000000,2019-09-24 13:04:10.000000,473,67124,3257,5778
16279,"(51.206,4.39297)","(51.1968,4.40579)",2019-09-24 12:03:12.000000,2019-09-24 12:08:51.000000,816,76668,723,677
16280,"(51.2055,4.39933)","(51.1803,4.43375)",2019-09-24 12:28:31.000000,2019-09-24 12:42:42.000000,1503,61971,3417,5377
16281,"(51.1931,4.408)","(51.1803,4.38105)",2019-09-24 12:35:02.000000,2019-09-24 12:47:24.000000,1041,54130,1616,5865
16282,"(51.2229,4.40622)","(51.2192,4.46007)",2019-09-24 12:31:04.000000,2019-09-24 12:48:11.000000,5313,54909,1127,4502
16283,"(51.2281,4.41173)","(51.2345,4.40955)",2019-09-24 12:21:56.000000,2019-09-24 12:23:53.000000,364,12907,2799,4135
16284,"(51.219,4.40405)","(51.1938,4.40228)",2019-09-24 12:39:36.000000,2019-09-24 12:51:04.000000,983,25303,60,3176
16285,"(51.2058,4.41837)","(51.2045,4.40477)",2019-09-24 12:31:29.000000,2019-09-24 12:37:05.000000,1868,26955,184,1908
16286,"(51.1933,4.43703)","(51.1969,4.42807)",2019-09-24 12:07:47.000000,2019-09-24 12:10:42.000000,800,13292,5175,1162
16287,"(51.2219,4.41289)","(51.1859,4.42338)",2019-09-24 12:35:28.000000,2019-09-24 12:47:49.000000,4012,18171,1513,5401
16288,"(51.2187,4.40066)","(51.2281,4.41173)",2019-09-24 12:35:31.000000,2019-09-24 12:42:01.000000,665,27524,77,2794
16289,"(51.1985,4.39071)","(51.206,4.44926)",2019-09-24 12:33:44.000000,2019-09-24 12:56:55.000000,3708,23117,1696,4892
16290,"(51.2034,4.43677)","(51.1851,4.43204)",2019-09-24 12:52:41.000000,2019-09-24 12:59:46.000000,1900,34316,895,5356
16291,"(51.2261,4.42638)","(51.2176,4.48212)",2019-09-24 12:26:27.000000,2019-09-24 12:49:29.000000,1948,32815,6550,4633
16292,"(51.2119,4.39894)","(51.2187,4.40066)",2019-09-24 12:35:34.000000,2019-09-24 12:37:30.000000,146,45542,2193,73
16293,"(51.228,4.40221)","(51.2,4.45028)",2019-09-24 12:43:27.000000,2019-09-24 13:02:50.000000,460,10693,2896,5019
16294,"(51.2171,4.40888)","(51.2036,4.41518)",2019-09-24 12:24:42.000000,2019-09-24 12:29:54.000000,1822,70313,2418,832
16295,"(51.1938,4.40228)","(51.2221,4.40467)",2019-09-24 12:18:26.000000,2019-09-24 12:27:15.000000,5594,72694,3182,2700
16296,"(51.1999,4.41879)","(51.2314,4.40357)",2019-09-24 12:57:50.000000,2019-09-24 13:09:14.000000,5756,68101,1716,555
16297,"(51.2038,4.44423)","(51.2045,4.40477)",2019-09-24 12:39:21.000000,2019-09-24 12:50:39.000000,740,12357,4931,1903
16299,"(51.2201,4.43269)","(51.2422,4.44252)",2019-09-24 12:49:44.000000,2019-09-24 12:59:34.000000,5527,74726,3117,3982
16300,"(51.2008,4.39421)","(51.2536,4.4232)",2019-09-24 12:47:51.000000,2019-09-24 13:09:25.000000,284,13429,1739,3497
16301,"(51.2045,4.40477)","(51.2088,4.38734)",2019-09-24 12:38:42.000000,2019-09-24 12:44:36.000000,740,35652,1903,2000
16302,"(51.1755,4.33861)","(51.1832,4.36413)",2019-09-24 12:03:36.000000,2019-09-24 12:14:47.000000,1726,31784,7280,5919
16303,"(51.1969,4.42807)","(51.2045,4.40477)",2019-09-24 12:50:45.000000,2019-09-24 13:00:32.000000,5760,65803,1168,1904
16304,"(51.1755,4.33861)","(51.2179,4.41777)",2019-09-24 12:19:43.000000,2019-09-24 12:45:09.000000,321,55467,7298,989
16305,"(51.2104,4.45252)","(51.219,4.40405)",2019-09-24 12:13:18.000000,2019-09-24 12:30:55.000000,4083,38511,4716,61
16306,"(51.2291,4.42473)","(51.2291,4.42473)",2019-09-24 12:27:15.000000,2019-09-24 12:27:15.000000,64,12772,2971,2977
16307,"(51.1817,4.35806)","(51.1832,4.36413)",2019-09-24 12:29:10.000000,2019-09-24 12:31:23.000000,1283,29578,6917,5921
16308,"(51.2402,4.40843)","(51.2182,4.40617)",2019-09-24 12:44:32.000000,2019-09-24 12:52:24.000000,5263,41643,6473,2471
16309,"(51.1926,4.42151)","(51.2153,4.41198)",2019-09-24 12:44:37.000000,2019-09-24 12:54:41.000000,820,17129,1593,2317
16310,"(51.2247,4.43659)","(51.2224,4.43004)",2019-09-24 12:20:58.000000,2019-09-24 12:23:09.000000,3988,27029,2769,760
16312,"(51.2123,4.39402)","(51.2163,4.43352)",2019-09-24 12:38:39.000000,2019-09-24 12:50:56.000000,585,71164,2205,1289
16313,"(51.238,4.40977)","(51.2217,4.42071)",2019-09-24 12:15:33.000000,2019-09-24 12:21:21.000000,1334,62221,6484,2662
16314,"(51.2211,4.39678)","(51.2261,4.42638)",2019-09-24 12:10:25.000000,2019-09-24 12:18:45.000000,5636,64198,2628,6565
16315,"(51.213,4.42176)","(51.1722,4.35627)",2019-09-24 12:30:15.000000,2019-09-24 12:52:05.000000,2631,54874,2237,7269
16316,"(51.2536,4.4232)","(51.2254,4.4184)",2019-09-24 12:05:56.000000,2019-09-24 12:17:38.000000,966,50040,3506,2781
16317,"(51.2019,4.39835)","(51.213,4.42164)",2019-09-24 12:53:51.000000,2019-09-24 13:05:22.000000,1768,75807,3354,1189
16318,"(51.2261,4.42638)","(51.2058,4.39879)",2019-09-24 12:47:43.000000,2019-09-24 12:58:09.000000,5636,55461,6565,1446
16320,"(51.2155,4.42551)","(51.2282,4.41337)",2019-09-24 12:42:35.000000,2019-09-24 12:47:53.000000,561,46032,1057,647
16321,"(51.1999,4.41879)","(51.2259,4.40086)",2019-09-24 12:45:53.000000,2019-09-24 12:58:19.000000,1126,10804,1715,2831
16322,"(51.2224,4.43004)","(51.1896,4.42166)",2019-09-24 12:46:47.000000,2019-09-24 12:56:13.000000,3988,19816,760,5194
16323,"(51.2034,4.39221)","(51.1985,4.39071)",2019-09-24 12:33:55.000000,2019-09-24 12:35:53.000000,2006,10435,1858,1689
16324,"(51.228,4.41899)","(51.2164,4.40598)",2019-09-24 12:56:41.000000,2019-09-24 13:02:06.000000,1111,64503,806,2408
16325,"(51.1985,4.39071)","(51.2224,4.43004)",2019-09-24 12:43:48.000000,2019-09-24 12:59:06.000000,2649,47222,1687,763
16326,"(51.2311,4.41267)","(51.1721,4.33814)",2019-09-24 12:38:02.000000,2019-09-24 13:12:50.000000,347,20011,574,6676
16327,"(51.2077,4.39846)","(51.2189,4.4012)",2019-09-24 12:36:16.000000,2019-09-24 12:39:41.000000,4004,68457,1949,1501
16328,"(51.211,4.39035)","(51.2313,4.421)",2019-09-24 12:54:13.000000,2019-09-24 13:08:05.000000,889,77702,2132,3248
16329,"(51.2092,4.40293)","(51.192,4.39835)",2019-09-24 12:37:55.000000,2019-09-24 12:43:38.000000,5456,49620,2083,6330
16330,"(51.2125,4.40924)","(51.2282,4.41337)",2019-09-24 12:20:50.000000,2019-09-24 12:28:03.000000,5359,72285,706,655
16331,"(51.2155,4.42551)","(51.2219,4.41289)",2019-09-24 12:59:23.000000,2019-09-24 13:04:24.000000,1540,47696,1048,1519
16332,"(51.1875,4.36355)","(51.1755,4.33861)",2019-09-24 12:11:04.000000,2019-09-24 12:20:07.000000,648,46052,7079,7298
16333,"(51.2216,4.4005)","(51.1885,4.3727)",2019-09-24 12:16:51.000000,2019-09-24 12:30:47.000000,1878,57,613,6132
16334,"(51.2153,4.41198)","(51.216,4.43997)",2019-09-24 12:15:50.000000,2019-09-24 12:27:53.000000,820,61451,2317,1342
16335,"(51.2216,4.40268)","(51.2019,4.39835)",2019-09-24 12:59:26.000000,2019-09-24 13:06:17.000000,5251,8549,2631,3369
16336,"(51.2282,4.41337)","(51.213,4.42176)",2019-09-24 12:26:40.000000,2019-09-24 12:31:48.000000,561,32321,647,2237
16337,"(51.2263,4.45196)","(51.2173,4.42017)",2019-09-24 12:28:57.000000,2019-09-24 12:42:02.000000,119,47263,4292,3217
16338,"(51.2038,4.42077)","(51.2276,4.43921)",2019-09-24 12:37:58.000000,2019-09-24 12:50:45.000000,3775,42573,1402,255
16339,"(51.2294,4.41127)","(51.2313,4.421)",2019-09-24 12:18:36.000000,2019-09-24 12:21:22.000000,1891,54181,2993,3256
16341,"(51.1999,4.41879)","(51.2305,4.40769)",2019-09-24 12:48:15.000000,2019-09-24 12:57:42.000000,746,11284,1721,4162
16344,"(51.2311,4.41267)","(51.2174,4.37791)",2019-09-24 12:25:57.000000,2019-09-24 12:41:14.000000,3581,14370,561,6886
